Namespace;Type;Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;ActiveTicketCount;ListSize;ConcurrentTickets;AssetCount;TotalTickets;Mean;Error;StdDev;Median;Ratio;RatioSD;Rank;Gen0;Gen1;Allocated;Alloc Ratio
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Asset.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;93.09 ns;2.618 ns;7.678 ns;95.04 ns;1.01;0.12;1;0.0573;0.0000;120 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Liste assets.Select(ToDto) — mapping en masse';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;331.14 ns;12.072 ns;35.594 ns;340.17 ns;3.58;0.50;2;0.1221;0.0000;256 B;2.13
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;5;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;5;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;5;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;5;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;10;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;10;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache hit — appels suivants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;347.08 ns;10.195 ns;26.857 ns;336.95 ns;0.01;0.00;1;0.2980;0.0000;624 B;0.03
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache hit (appels suivants)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"24,831.16 ns";495.964 ns;"1,035.262 ns";"24,537.98 ns";0.98;0.05;2;11.1084;0.0000;23242 B;1.02
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache miss (premier appel)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"25,367.53 ns";502.183 ns;943.221 ns;"25,109.72 ns";1.00;0.05;2;10.9253;0.0000;22890 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetAllReadOnlyAsync — AsNoTracking (N assets)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"26,349.77 ns";458.037 ns;966.156 ns;"26,092.62 ns";1.04;0.05;3;10.3149;0.0000;21593 B;0.94
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Sans cache — lecture EF directe';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"26,520.56 ns";366.663 ns;325.037 ns;"26,492.73 ns";1.05;0.04;3;10.3149;0.0000;21593 B;0.94
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache miss — premier appel (populate)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"28,512.00 ns";663.811 ns;"1,794.652 ns";"27,827.96 ns";1.13;0.08;4;10.5286;0.0000;22025 B;0.96
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset inexistant (Guid.NewGuid)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"37,458.83 ns";739.265 ns;691.509 ns;"37,377.76 ns";1.48;0.06;5;6.3477;0.0000;13406 B;0.59
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — avec espaces et casse mixte';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"41,598.70 ns";479.192 ns;400.147 ns;"41,557.91 ns";1.64;0.06;6;8.0566;0.0000;17047 B;0.74
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro existant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"43,483.63 ns";664.460 ns;816.016 ns;"43,771.19 ns";1.72;0.07;6;8.0566;0.0000;17095 B;0.75
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset connu avec tickets inclus';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"44,127.98 ns";862.681 ns;885.910 ns;"44,269.21 ns";1.74;0.07;6;8.0566;0.0000;17111 B;0.75
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro inexistant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"48,103.22 ns";"2,725.084 ns";"7,774.818 ns";"43,660.90 ns";1.90;0.31;6;8.0566;0.0000;16871 B;0.74
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket connu (1 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"28,018.23 ns";548.593 ns;786.776 ns;"27,884.74 ns";0.97;0.04;1;5.2490;0.0000;11021 B;1.05
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset sans tickets (Guid inconnu)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"28,533.15 ns";551.938 ns;566.800 ns;"28,497.47 ns";0.99;0.04;1;4.8828;0.0000;10260 B;0.98
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset avec N tickets (Opened+InProgress)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"28,892.99 ns";574.191 ns;975.020 ns;"28,737.10 ns";1.00;0.05;1;5.0049;0.0000;10476 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket inexistant (0 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"31,693.88 ns";"2,279.214 ns";"6,239.311 ns";"28,382.57 ns";1.10;0.22;1;5.0049;0.0000;10572 B;1.01
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;20;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;20;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;50;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;50;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
