Namespace;Type;Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;ActiveTicketCount;ListSize;ConcurrentTickets;AssetCount;TotalTickets;Mean;Error;StdDev;Median;Ratio;RatioSD;Rank;Gen0;Gen1;Allocated;Alloc Ratio
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution CreateMaintenanceTicketHandler (5 dépendances)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Switch pattern dispatch — DomainException';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;10.34 ns;0.248 ns;0.524 ns;10.13 ns;0.18;0.08;1;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Switch pattern dispatch — DbUpdateConcurrencyException';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;11.37 ns;0.793 ns;2.157 ns;10.32 ns;0.20;0.10;1;0.0650;0.0000;136 B;1.06
AssetFlowCore.Benchmarks.Application;TicketAssignmentEngineBenchmark;'Network → Réseau-Télécom';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;50.18 ns;1.089 ns;2.149 ns;49.52 ns;0.89;0.39;2;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Application;TicketAssignmentEngineBenchmark;'Server → Infrastructure-Serveurs';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;67.46 ns;8.739 ns;25.768 ns;77.76 ns;1.20;0.72;3;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Application;TicketAssignmentEngineBenchmark;'Type inconnu → Support-Général (fallback)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;72.15 ns;1.430 ns;2.855 ns;71.37 ns;1.28;0.56;3;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Application;TicketAssignmentEngineBenchmark;'Laptop High → Support-VIP';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;75.02 ns;4.991 ns;14.559 ns;71.66 ns;1.33;0.65;3;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Application;TicketAssignmentEngineBenchmark;'Laptop Medium → Support-Lectorat';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;87.34 ns;5.551 ns;15.926 ns;84.42 ns;1.55;0.75;4;0.0612;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket construction — validation invariants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;156.36 ns;2.988 ns;2.795 ns;155.77 ns;2.77;1.22;5;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket.AssignToTechnician() — Opened → InProgress';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;156.95 ns;2.802 ns;2.621 ns;156.47 ns;2.78;1.22;5;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Cycle complet : InService → Down → InMaintenance → InService';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;160.67 ns;2.344 ns;2.078 ns;161.08 ns;2.85;1.25;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.MarkAsDown() — InService → Down';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;160.73 ns;2.581 ns;4.655 ns;159.64 ns;2.85;1.25;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.RestoreToService() — InMaintenance → InService';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;161.48 ns;2.055 ns;1.716 ns;161.88 ns;2.86;1.26;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.MarkInMaintenance() — Down → InMaintenance';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;161.72 ns;2.030 ns;1.585 ns;161.75 ns;2.87;1.26;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.Decommission() — InService → Decommissioned';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;162.58 ns;3.255 ns;5.256 ns;160.81 ns;2.88;1.27;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset() construction seule — coût d'instanciation';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;164.64 ns;2.705 ns;5.994 ns;163.26 ns;2.92;1.29;5;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Cycle complet : Construction → Assign → Close';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;165.02 ns;2.492 ns;2.209 ns;165.07 ns;2.92;1.28;5;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket.Close() — InProgress → Closed';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;166.34 ns;3.252 ns;5.522 ns;164.62 ns;2.95;1.30;5;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket — criticality Low vs High construction cost';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;319.60 ns;5.069 ns;4.494 ns;319.75 ns;5.66;2.49;6;0.0992;0.0000;208 B;1.62
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 500 (Exception non gérée)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;579.84 ns;11.060 ns;11.834 ns;580.06 ns;10.27;4.52;7;0.1640;0.0000;344 B;2.69
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — tous les champs invalides (max erreurs)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;637.30 ns;8.053 ns;6.725 ns;636.98 ns;11.29;4.96;8;0.5121;0.0000;1072 B;8.38
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — AssetId vide (Guid.Empty)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;655.75 ns;12.156 ns;26.426 ns;646.96 ns;11.62;5.12;8;0.5121;0.0000;1072 B;8.38
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 400 (DomainException)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;736.17 ns;18.112 ns;50.190 ns;713.08 ns;13.05;5.81;9;0.1907;0.0000;400 B;3.12
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 409 (DbUpdateConcurrencyException)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;768.52 ns;15.320 ns;29.516 ns;760.49 ns;13.62;6.00;9;0.2251;0.0000;472 B;3.69
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — titre vide';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;822.94 ns;14.241 ns;11.119 ns;825.77 ns;14.58;6.41;9;0.4807;0.0000;1008 B;7.88
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — commande valide (happy path)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,100.39 ns";9.044 ns;8.017 ns;"1,102.16 ns";19.50;8.56;10;0.4158;0.0000;872 B;6.81
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'ValidateAsync — commande valide (async overhead)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,123.24 ns";22.169 ns;19.652 ns;"1,121.43 ns";19.90;8.75;10;0.4501;0.0000;944 B;7.38
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — criticité inconnue';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,466.93 ns";27.316 ns;56.413 ns;"1,450.41 ns";25.99;11.46;11;0.6104;0.0000;1280 B;10.00
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution GetAllAssetsHandler (scope frais)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,207.27 ns";461.484 ns;"1,060.336 ns";"22,919.35 ns";411.24;181.62;12;10.1013;0.0000;21122 B;165.02
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution RegisterAssetHandler (scope frais)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,567.57 ns";324.401 ns;253.271 ns;"23,538.78 ns";417.63;183.40;12;10.1013;0.0000;21127 B;165.05
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Création scope DI + résolution + dispose';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,811.87 ns";422.171 ns;890.501 ns;"23,574.48 ns";421.95;185.97;12;10.1013;0.0000;21127 B;165.05
AssetFlowCore.Benchmarks.Application.UseCases;CloseTicketBenchmark;'Close — dernier ticket actif → RestoreToService';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Server High → Infrastructure-Serveurs';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Laptop High → Support-VIP';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Laptop Medium → Support-Lectorat';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Network Low → Réseau-Télécom';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Cycle complet : Create → Assign → Close';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Assign seul (ticket déjà créé)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Close seul (ticket déjà assigné)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial dupliqué (DomainException + AnyAsync)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"978,206.74 ns";"41,199.988 ns";"114,164.981 ns";"995,200.00 ns";?;?;1;0.0000;0.0000;58896 B;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register Laptop';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,374,681.61 ns";"85,220.910 ns";"233,290.884 ns";"1,428,500.00 ns";?;?;2;0.0000;0.0000;148272 B;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register NetworkDevice';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,400,707.14 ns";"87,750.782 ns";"235,736.795 ns";"1,423,600.00 ns";?;?;2;0.0000;0.0000;148152 B;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial avec espaces et casse mixte (normalisation)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,411,637.50 ns";"86,378.892 ns";"237,912.572 ns";"1,445,550.00 ns";?;?;2;0.0000;0.0000;149120 B;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial unique (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,425,845.88 ns";"93,650.177 ns";"253,188.718 ns";"1,439,400.00 ns";?;?;2;0.0000;0.0000;148896 B;?
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register Server';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,491,224.73 ns";"156,296.112 ns";"443,386.087 ns";"1,439,200.00 ns";?;?;2;0.0000;0.0000;148152 B;?
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;1;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;1;?;?;?;?;NA;NA;NA;NA;?;?;?;NA;NA;NA;?
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Ticket.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;91.21 ns;2.797 ns;8.247 ns;91.56 ns;0.99;0.13;1;0.0612;0.0000;128 B;1.07
