Namespace;Type;Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;ActiveTicketCount;ListSize;ConcurrentTickets;AssetCount;TotalTickets;Mean;Error;StdDev;Median;Ratio;RatioSD;Rank;Gen0;Gen1;Allocated;Alloc Ratio
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket construction — validation invariants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;160.091 ns;3.1428 ns;6.8321 ns;157.984 ns;4.31;0.20;6;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket.Close() — InProgress → Closed';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;162.064 ns;3.0991 ns;2.4196 ns;162.356 ns;4.36;0.11;6;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.MarkInMaintenance() — Down → InMaintenance';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;164.467 ns;3.3141 ns;5.8044 ns;163.122 ns;4.42;0.18;6;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.RestoreToService() — InMaintenance → InService';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;164.807 ns;3.3417 ns;6.8263 ns;163.539 ns;4.43;0.20;6;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Asset.MarkAsDown() — InService → Down';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;166.621 ns;3.1905 ns;5.6710 ns;165.274 ns;4.48;0.17;6;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;AssetStateMachineBenchmark;'Cycle complet : InService → Down → InMaintenance → InService';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;167.556 ns;3.3655 ns;7.3873 ns;164.951 ns;4.51;0.22;6;0.0610;0.0000;128 B;1.00
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Cycle complet : Construction → Assign → Close';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;167.972 ns;3.3782 ns;4.2724 ns;165.972 ns;4.52;0.14;6;0.0496;0.0000;104 B;0.81
AssetFlowCore.Benchmarks.Domain;MaintenanceTicketStateMachineBenchmark;'Ticket — criticality Low vs High construction cost';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;319.861 ns;6.4823 ns;6.0635 ns;319.271 ns;8.60;0.23;7;0.0992;0.0000;208 B;1.62
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 500 (Exception non gérée)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;570.573 ns;9.2182 ns;8.6227 ns;569.638 ns;15.35;0.38;8;0.1640;0.0000;344 B;2.69
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 400 (DomainException)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;707.963 ns;13.5795 ns;26.4858 ns;701.641 ns;19.04;0.80;9;0.1907;0.0000;400 B;3.12
AssetFlowCore.Benchmarks.Infrastructure;ExceptionHandlingSerializationBenchmark;'Sérialise ProblemDetails 409 (DbUpdateConcurrencyException)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;734.462 ns;10.9512 ns;9.1447 ns;734.295 ns;19.75;0.45;9;0.2251;0.0000;472 B;3.69
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'ValidateAsync — commande valide (async overhead)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,146.264 ns";22.1891 ns;26.4146 ns;"1,148.023 ns";30.83;0.92;10;0.4501;0.0000;944 B;7.38
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — titre vide';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,347.459 ns";26.8422 ns;25.1082 ns;"1,346.029 ns";36.24;0.97;11;0.5951;0.0000;1248 B;9.75
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — criticité inconnue';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,442.244 ns";27.2336 ns;26.7471 ns;"1,440.433 ns";38.79;1.03;12;0.6104;0.0000;1280 B;10.00
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — AssetId vide (Guid.Empty)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,461.650 ns";20.6388 ns;18.2958 ns;"1,464.878 ns";39.31;0.91;12;0.6409;0.0000;1344 B;10.50
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — commande valide (happy path)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"1,561.427 ns";129.7452 ns;382.5567 ns;"1,451.900 ns";41.99;10.28;12;0.4158;0.0000;872 B;6.81
AssetFlowCore.Benchmarks.Application.Validators;CreateTicketValidatorBenchmark;'Validate — tous les champs invalides (max erreurs)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"2,351.000 ns";46.0889 ns;105.8969 ns;"2,314.679 ns";63.23;3.09;13;1.1139;0.0000;2336 B;18.25
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution GetAllAssetsHandler (scope frais)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"22,516.555 ns";415.7969 ns;347.2092 ns;"22,446.005 ns";605.56;14.91;14;10.1013;0.0000;21122 B;165.02
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Création scope DI + résolution + dispose';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,144.969 ns";441.3451 ns;391.2409 ns;"23,105.865 ns";622.46;15.89;14;10.1013;0.0000;21127 B;165.05
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution CreateMaintenanceTicketHandler (5 dépendances)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,436.363 ns";466.6137 ns;"1,024.2284 ns";"23,160.065 ns";630.30;29.99;14;10.4980;0.0000;21999 B;171.87
AssetFlowCore.Benchmarks.Infrastructure;DependencyInjectionResolutionBenchmark;'Résolution RegisterAssetHandler (scope frais)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;?;"23,440.474 ns";460.0726 ns;817.7786 ns;"23,283.968 ns";630.41;25.01;14;10.1013;0.0000;21127 B;165.05
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial dupliqué (DomainException + AnyAsync)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,390,730.337 ns";"86,159.3521 ns";"238,747.1763 ns";"1,384,700.000 ns";0.98;0.25;1;0.0000;0.0000;59432 B;0.40
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register Laptop';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,447,523.529 ns";"98,645.0679 ns";"266,692.6966 ns";"1,479,000.000 ns";1.02;0.27;1;0.0000;0.0000;148688 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register Server';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,473,082.222 ns";"96,179.3053 ns";"268,109.4798 ns";"1,488,450.000 ns";1.03;0.28;1;0.0000;0.0000;148688 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetBenchmark;'Register NetworkDevice';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,498,798.276 ns";"115,473.6111 ns";"316,107.1701 ns";"1,474,750.000 ns";1.05;0.30;1;0.0000;0.0000;148688 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial unique (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"1,586,025.275 ns";"145,799.0042 ns";"408,836.0689 ns";"1,522,900.000 ns";1.11;0.36;1;0.0000;0.0000;149432 B;1.01
AssetFlowCore.Benchmarks.Application.UseCases;RegisterAssetDuplicateSerialBenchmark;'Register — serial avec espaces et casse mixte (normalisation)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"2,008,356.180 ns";"155,115.2009 ns";"429,823.5224 ns";"2,029,600.000 ns";1.41;0.41;2;0.0000;0.0000;149736 B;1.01
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Laptop Medium → Support-Lectorat';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"2,247,310.345 ns";"207,030.6737 ns";"566,743.1698 ns";"2,367,800.000 ns";1.58;0.50;2;0.0000;0.0000;321248 B;2.16
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Server High → Infrastructure-Serveurs';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"2,278,776.087 ns";"228,546.1272 ns";"644,618.4537 ns";"2,381,350.000 ns";1.60;0.55;2;0.0000;0.0000;320920 B;2.16
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Network Low → Réseau-Télécom';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"2,313,417.045 ns";"195,353.7965 ns";"538,061.1289 ns";"2,294,250.000 ns";1.63;0.49;2;0.0000;0.0000;320912 B;2.16
AssetFlowCore.Benchmarks.Application.UseCases;CreateTicketBenchmark;'Ticket Laptop High → Support-VIP';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"2,313,912.766 ns";"214,473.7403 ns";"611,905.6940 ns";"2,422,800.000 ns";1.63;0.54;2;0.0000;0.0000;320920 B;2.16
AssetFlowCore.Benchmarks.Application.UseCases;CloseTicketBenchmark;'Close — dernier ticket actif → RestoreToService';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"6,757,951.546 ns";"581,690.0598 ns";"1,687,588.4608 ns";"6,806,200.000 ns";4.75;1.51;3;0.0000;0.0000;2006184 B;13.49
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Assign seul (ticket déjà créé)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"7,576,641.414 ns";"537,436.6163 ns";"1,576,208.6765 ns";"7,757,000.000 ns";5.32;1.52;3;0.0000;0.0000;688976 B;4.63
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Close seul (ticket déjà assigné)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"7,938,998.485 ns";"690,500.4014 ns";"2,025,118.2944 ns";"7,905,850.000 ns";5.58;1.79;3;0.0000;0.0000;1096688 B;7.38
