Namespace;Type;Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;ActiveTicketCount;ListSize;ConcurrentTickets;AssetCount;TotalTickets;Mean;Error;StdDev;Median;Ratio;RatioSD;Rank;Gen0;Gen1;Allocated;Alloc Ratio
AssetFlowCore.Benchmarks.Application.UseCases;TicketLifecycleBenchmark;'Cycle complet : Create → Assign → Close';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;?;?;?;"9,942,801.000 ns";"733,345.5190 ns";"2,162,285.9657 ns";"9,898,850.000 ns";6.99;2.04;4;0.0000;0.0000;1096808 B;7.38
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;1;?;?;?;?;"1,352,499.412 ns";"54,503.8700 ns";"147,354.3927 ns";"1,342,150.000 ns";0.44;0.16;1;0.0000;0.0000;76736 B;0.34
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;1;?;?;?;?;"3,367,516.000 ns";"337,904.4918 ns";"996,319.0902 ns";"3,304,250.000 ns";1.10;0.51;2;0.0000;0.0000;229024 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Asset.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;64.787 ns;2.8854 ns;8.0909 ns;62.313 ns;1.01;0.17;1;0.0573;0.0000;120 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Ticket.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;66.356 ns;2.7299 ns;7.9200 ns;64.756 ns;1.04;0.17;1;0.0612;0.0000;128 B;1.07
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Liste assets.Select(ToDto) — mapping en masse';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;1;?;?;?;222.328 ns;7.9774 ns;23.0168 ns;219.697 ns;3.48;0.54;2;0.1223;0.0000;256 B;2.13
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;5;?;?;?;?;"1,463,207.955 ns";"81,089.4284 ns";"223,343.8518 ns";"1,483,800.000 ns";0.71;0.19;1;0.0000;0.0000;84120 B;0.36
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;5;?;?;?;?;"2,138,229.787 ns";"156,789.6160 ns";"447,329.6294 ns";"2,103,450.000 ns";1.04;0.32;2;0.0000;0.0000;232048 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;5;?;?;"8,713,956.701 ns";"723,530.3896 ns";"2,099,093.0065 ns";"8,973,500.000 ns";1.07;0.42;1;1000.0000;0.0000;2365456 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;5;?;?;"9,148,409.574 ns";"850,491.4561 ns";"2,426,500.1576 ns";"9,155,750.000 ns";1.13;0.46;1;1000.0000;0.0000;2366040 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset bloqué par tickets actifs (DomainException)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;10;?;?;?;?;"1,572,781.176 ns";"49,410.2488 ns";"133,583.4905 ns";"1,546,600.000 ns";0.79;0.19;1;0.0000;0.0000;93752 B;0.40
AssetFlowCore.Benchmarks.Application.UseCases;DecommissionAssetBenchmark;'Decommission — asset sans tickets (succès)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;10;?;?;?;?;"2,074,093.407 ns";"154,745.5496 ns";"433,923.1432 ns";"2,025,300.000 ns";1.05;0.32;2;0.0000;0.0000;235408 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache hit — appels suivants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;342.991 ns;6.7644 ns;13.8178 ns;339.058 ns;0.01;0.00;1;0.2980;0.0000;624 B;0.03
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache miss (premier appel)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"25,397.748 ns";334.7865 ns;279.5619 ns;"25,437.790 ns";1.00;0.02;2;10.9253;0.0000;22890 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Sans cache — lecture EF directe';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"26,298.820 ns";502.7907 ns;493.8077 ns;"26,215.120 ns";1.04;0.02;2;10.3149;0.0000;21593 B;0.94
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetAllReadOnlyAsync — AsNoTracking (N assets)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"26,375.605 ns";390.7721 ns;346.4093 ns;"26,340.710 ns";1.04;0.02;2;10.3149;0.0000;21593 B;0.94
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache hit (appels suivants)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"26,619.146 ns";467.8864 ns;878.8042 ns;"26,638.184 ns";1.05;0.04;2;11.1084;0.0000;23242 B;1.02
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache miss — premier appel (populate)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"28,442.160 ns";495.2714 ns;439.0452 ns;"28,389.871 ns";1.12;0.02;3;10.5286;0.0000;22025 B;0.96
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset inexistant (Guid.NewGuid)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"33,271.265 ns";655.3580 ns;580.9578 ns;"33,232.587 ns";1.31;0.03;4;5.7373;0.0000;12237 B;0.53
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro inexistant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"41,981.243 ns";648.0447 ns;819.5691 ns;"41,900.879 ns";1.65;0.04;5;8.0566;0.0000;16871 B;0.74
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — avec espaces et casse mixte';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"42,545.004 ns";613.0880 ns;629.5962 ns;"42,578.516 ns";1.68;0.03;5;8.0566;0.0000;17047 B;0.74
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro existant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"43,236.900 ns";816.3652 ns;801.7798 ns;"43,073.828 ns";1.70;0.04;5;8.0566;0.0000;17191 B;0.75
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset connu avec tickets inclus';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;10;?;"46,937.635 ns";"3,014.8794 ns";"8,746.7125 ns";"42,182.373 ns";1.85;0.34;5;7.0801;0.0000;15191 B;0.66
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket inexistant (0 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"23,919.099 ns";472.3978 ns;463.9578 ns;"23,840.472 ns";0.84;0.02;1;4.2725;0.0000;9100 B;0.87
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket connu (1 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"26,832.835 ns";"1,459.7330 ns";"4,141.0198 ns";"24,764.734 ns";0.94;0.14;1;4.6387;0.0000;9780 B;0.93
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset avec N tickets (Opened+InProgress)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"28,550.046 ns";377.3038 ns;315.0658 ns;"28,454.492 ns";1.00;0.02;1;5.0049;0.0000;10476 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset sans tickets (Guid inconnu)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;10;"28,571.348 ns";536.0072 ns;447.5903 ns;"28,713.892 ns";1.00;0.02;1;4.8828;0.0000;10260 B;0.98
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;20;?;?;"39,924,572.727 ns";"2,863,736.2716 ns";"8,398,843.3636 ns";"39,645,100.000 ns";0.89;0.25;1;4000.0000;2000.0000;21307504 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;20;?;?;"46,156,640.625 ns";"2,839,426.6393 ns";"8,192,395.6740 ns";"46,541,700.000 ns";1.03;0.27;2;5000.0000;1000.0000;21311784 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets séquentiels (référence)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;50;?;?;"140,640,332.000 ns";"16,473,413.2213 ns";"48,572,234.0874 ns";"136,005,800.000 ns";1.14;0.60;1;10000.0000;8000.0000;114893872 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;ConcurrentTicketCreationBenchmark;'N tickets en parallèle (Task.WhenAll)';Job-CNUJVU;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;1;Default;?;?;50;?;?;"141,671,642.000 ns";"17,047,881.3196 ns";"50,266,066.3594 ns";"137,882,950.000 ns";1.15;0.61;1;12000.0000;8000.0000;114902560 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Ticket.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;50;?;?;?;47.821 ns;0.8434 ns;0.7477 ns;47.908 ns;0.78;0.13;1;0.0612;0.0000;128 B;1.07
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Asset.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;50;?;?;?;63.187 ns;3.5044 ns;10.3327 ns;62.947 ns;1.03;0.24;2;0.0573;0.0000;120 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Liste assets.Select(ToDto) — mapping en masse';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;50;?;?;?;"2,779.442 ns";55.6685 ns;89.8943 ns;"2,758.889 ns";45.19;7.62;3;3.1204;0.0000;6531 B;54.42
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache hit — appels suivants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;424.900 ns;7.8966 ns;17.8239 ns;419.420 ns;0.01;0.00;1;0.6423;0.0000;1344 B;0.04
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache hit (appels suivants)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"32,226.490 ns";640.1914 ns;958.2085 ns;"32,132.898 ns";0.96;0.05;2;16.6016;0.0000;34780 B;1.01
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache miss (premier appel)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"33,684.253 ns";662.3678 ns;"1,467.7614 ns";"33,570.026 ns";1.00;0.06;2;16.4185;0.0000;34418 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset inexistant (Guid.NewGuid)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"72,491.970 ns";"1,303.1665 ns";"1,088.2030 ns";"72,711.719 ns";2.16;0.10;3;20.9961;0.0000;44171 B;1.28
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset connu avec tickets inclus';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"87,911.670 ns";"3,897.5663 ns";"10,929.1946 ns";"82,929.688 ns";2.61;0.34;4;27.3438;0.0000;57497 B;1.67
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro existant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"119,906.795 ns";"2,263.5101 ns";"2,421.9305 ns";"120,431.079 ns";3.57;0.17;5;42.9688;0.0000;90151 B;2.62
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — avec espaces et casse mixte';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"121,836.351 ns";"2,127.6508 ns";"1,776.6847 ns";"122,047.461 ns";3.62;0.16;5;42.9688;0.0000;90327 B;2.62
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro inexistant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"140,382.577 ns";"7,004.8656 ns";"20,210.6402 ns";"132,481.250 ns";4.18;0.62;5;42.9688;0.0000;90503 B;2.63
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetAllReadOnlyAsync — AsNoTracking (N assets)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"157,200.335 ns";"2,309.1094 ns";"2,920.2843 ns";"156,337.305 ns";4.68;0.22;5;82.0313;0.0000;171649 B;4.99
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Sans cache — lecture EF directe';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"157,777.900 ns";"2,854.8784 ns";"2,383.9527 ns";"158,027.832 ns";4.69;0.21;5;82.0313;0.0000;171649 B;4.99
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache miss — premier appel (populate)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;100;?;"167,729.672 ns";"5,690.1015 ns";"16,049.0334 ns";"159,951.050 ns";4.99;0.52;5;82.0313;0.0000;172081 B;5.00
